=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:17.892] [R2] started
[22:43:24.977] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:24.981] [W2] wrote: "AB"
[22:43:24.989] [R4] read: "AB"
[22:43:24.990] [R1] read: "AB"
[22:43:24.997] [R3] read: "AB"
[22:43:24.999] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:25.004] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.006] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.010] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.010] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.014] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.023] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.026] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:25.029] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:25.032] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:25.033] [W4] wrote: "Race!"
[22:43:25.034] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:25.038] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:25.041] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:25.044] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:25.051] [W8] wrote: "AB"
[22:43:25.059] [R3] read: "AB"
[22:43:25.060] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.062] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.069] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:25.071] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:25.071] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:25.075] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.079] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.081] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.089] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.091] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.099] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:25.106] [W1] wrote: "AB"
[22:43:25.106] [R4] read: "AB"
[22:43:25.107] [R1] read: "AB"
[22:43:25.110] [R5] read: "AB"
[22:43:25.113] [W6] wrote: "AB"
[22:43:25.116] [R3] read: "AB"
[22:43:25.118] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.122] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:25.124] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.126] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.138] [W5] wrote: "AB"
[22:43:25.144] [R3] read: "AB"
[22:43:25.146] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.146] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.150] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.151] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.158] [W3] wrote: "AB"
[22:43:25.164] [R1] read: "AB"
[22:43:25.169] [W8] wrote: "Test"
[22:43:25.178] [R3] read: "Test"
[22:43:25.182] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.186] [W2] wrote: "Test"
[22:43:25.190] [R1] read: "Test"
[22:43:25.196] [R4] read: "Test"
[22:43:25.197] [R5] read: "Test"
[22:43:25.197] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.198] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.209] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.218] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:25.219] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.228] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.229] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.231] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.234] [W7] wrote: "AB"
[22:43:25.234] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.239] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.245] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.245] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.251] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.253] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.256] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.263] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.266] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.271] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.272] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.282] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.286] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.287] [W4] wrote: "AB"
[22:43:25.298] [R2] read: "AB"
[22:43:25.299] [R1] read: "AB"
[22:43:25.305] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.311] [W3] wrote: "Test"
[22:43:25.318] [R5] read: "Test"
[22:43:25.321] [R4] read: "Test"
[22:43:25.323] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.323] [W1] wrote: "Test"
[22:43:25.329] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.334] [W5] wrote: "Test"
[22:43:25.337] [W6] wrote: "Test"
[22:43:25.338] [R1] read: "Test"
[22:43:25.342] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.346] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.347] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.358] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.362] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.368] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:25.379] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.379] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.381] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.391] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.392] [W8] wrote: "!"
[22:43:25.402] [R5] read: "!"
[22:43:25.403] [R2] read: "!"
[22:43:25.403] [R4] read: "!"
[22:43:25.405] [R1] read: "!"
[22:43:25.411] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.411] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.414] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.423] [W2] wrote: "!"
[22:43:25.426] [R1] read: "!"
[22:43:25.428] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.430] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:25.435] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.436] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.438] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.441] [W3] wrote: "!"
[22:43:25.450] [R5] read: "!"
[22:43:25.454] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.459] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:25.463] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:25.467] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:25.471] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.472] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.474] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.477] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.487] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.492] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.499] [W7] wrote: "Test"
[22:43:25.511] [W4] wrote: "Test"
[22:43:25.514] [R3] read: "Test"
[22:43:25.514] [R2] read: "Test"
[22:43:25.516] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.524] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.526] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.526] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.535] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.543] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.549] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.553] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.557] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.558] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.566] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.571] [W1] wrote: "!"
[22:43:25.577] [W5] wrote: "!"
[22:43:25.577] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.579] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.580] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.583] [W6] wrote: "!"
[22:43:25.584] [R3] read: "!"
[22:43:25.586] [R4] read: "!"
[22:43:25.591] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:25.596] [W2] wrote: "A"
[22:43:25.601] [W3] wrote: "A"
[22:43:25.604] [R1] read: "A"
[22:43:25.612] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.619] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:25.623] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:25.626] [W2] wrote: "Hello World!"
[22:43:25.636] [R2] read: "Hello World!"
[22:43:25.638] [R4] read: "Hello World!"
[22:43:25.639] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.647] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:25.648] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.648] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:25.652] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:25.654] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:25.670] [W8] wrote: "A"
[22:43:25.675] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.675] [W3] wrote: "Hello World!"
[22:43:25.681] [R3] read: "Hello World!"
[22:43:25.682] [R5] read: "Hello World!"
[22:43:25.683] [R4] read: "Hello World!"
[22:43:25.685] [R1] read: "Hello World!"
[22:43:25.688] [R2] read: "Hello World!"
[22:43:25.701] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:25.703] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.703] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.712] [W4] wrote: "!"
[22:43:25.715] [W7] wrote: "!"
[22:43:25.716] [W8] wrote: "Hello World!"
[22:43:25.733] [R1] read: "Hello World!"
[22:43:25.734] [R5] read: "Hello World!"
[22:43:25.734] [R3] read: "Hello World!"
[22:43:25.735] [R4] read: "Hello World!"
[22:43:25.737] [R2] read: "Hello World!"
[22:43:25.738] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:25.748] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:25.752] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.758] [W5] wrote: "A"
[22:43:25.759] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.759] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.770] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:25.772] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:25.783] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:25.785] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:25.789] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:25.789] [W1] wrote: "A"
[22:43:25.790] [W2] wrote: "X"
[22:43:25.795] [R4] read: "X"
[22:43:25.796] [R1] read: "X"
[22:43:25.801] [W6] wrote: "A"
[22:43:25.802] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:25.807] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:25.809] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:25.815] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.823] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.825] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.828] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.829] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:25.829] [W1] wrote: "Hello World!"
[22:43:25.832] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:25.834] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:25.837] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:25.837] [W6] wrote: "Hello World!"
[22:43:25.854] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:25.856] [W5] wrote: "Hello World!"
[22:43:25.856] [R4] read: "Hello World!"
[22:43:25.863] [R5] read: "Hello World!"
[22:43:25.870] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:25.877] [R4] read: "Operating systems manage hardware and software resources."
[22:43:25.877] [W7] wrote: "A"
[22:43:25.880] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:25.886] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:25.886] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:25.890] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:25.896] [R5] finished
[22:43:25.908] [R3] finished
[22:43:25.912] [W5] finished
[22:43:25.912] [W1] finished
[22:43:25.917] [W6] finished
[22:43:25.919] [W3] finished
[22:43:25.919] [W4] finished
[22:43:25.921] [R1] finished
[22:43:25.923] [W8] finished
[22:43:25.923] [R4] finished
[22:43:25.925] [W7] finished
[22:43:25.939] [W2] finished
[22:43:25.949] [R2] finished

=== Program Finished ===
Final shared string: "Readers and writers must coordinate access to shared data."
